Indicador,1993M1,1993M2,1993M3,1993M4,1993M5,1993M6,1993M7,1993M8,1993M9,1993M10,1993M11,1993M12,1994M1,1994M2,1994M3,1994M4,1994M5,1994M6,1994M7,1994M8,1994M9,1994M10,1994M11,1994M12,1995M1,1995M2,1995M3,1995M4,1995M5,1995M6,1995M7,1995M8,1995M9,1995M10,1995M11,1995M12,1996M1,1996M2,1996M3,1996M4,1996M5,1996M6,1996M7,1996M8,1996M9,1996M10,1996M11,1996M12,1997M1,1997M2,1997M3,1997M4,1997M5,1997M6,1997M7,1997M8,1997M9,1997M10,1997M11,1997M12,1998M1,1998M2,1998M3,1998M4,1998M5,1998M6,1998M7,1998M8,1998M9,1998M10,1998M11,1998M12,1999M1,1999M2,1999M3,1999M4,1999M5,1999M6,1999M7,1999M8,1999M9,1999M10,1999M11,1999M12,2000M1,2000M2,2000M3,2000M4,2000M5,2000M6,2000M7,2000M8,2000M9,2000M10,2000M11,2000M12,2001M1,2001M2,2001M3,2001M4,2001M5,2001M6,2001M7,2001M8,2001M9,2001M10,2001M11,2001M12,2002M1,2002M2,2002M3,2002M4,2002M5,2002M6,2002M7,2002M8,2002M9,2002M10,2002M11,2002M12,2003M1,2003M2,2003M3,2003M4,2003M5,2003M6,2003M7,2003M8,2003M9,2003M10,2003M11,2003M12,2004M1,2004M2,2004M3,2004M4,2004M5,2004M6,2004M7,2004M8,2004M9,2004M10,2004M11,2004M12,2005M1,2005M2,2005M3,2005M4,2005M5,2005M6,2005M7,2005M8,2005M9,2005M10,2005M11,2005M12,2006M1,2006M2,2006M3,2006M4,2006M5,2006M6,2006M7,2006M8,2006M9,2006M10,2006M11,2006M12,2007M1,2007M2,2007M3,2007M4,2007M5,2007M6,2007M7,2007M8,2007M9,2007M10,2007M11,2007M12,2008M1,2008M2,2008M3,2008M4,2008M5,2008M6,2008M7,2008M8,2008M9,2008M10,2008M11,2008M12,2009M1,2009M2,2009M3,2009M4,2009M5,2009M6,2009M7,2009M8,2009M9,2009M10,2009M11,2009M12,2010M1,2010M2,2010M3,2010M4,2010M5,2010M6,2010M7,2010M8,2010M9,2010M10,2010M11,2010M12,2011M1,2011M2,2011M3,2011M4,2011M5,2011M6,2011M7,2011M8,2011M9,2011M10,2011M11,2011M12,2012M1,2012M2,2012M3,2012M4,2012M5,2012M6,2012M7,2012M8,2012M9,2012M10,2012M11,2012M12,2013M1,2013M2,2013M3,2013M4,2013M5,2013M6,2013M7,2013M8,2013M9,2013M10,2013M11,2013M12,2014M1,2014M2,2014M3,2014M4,2014M5,2014M6,2014M7,2014M8,2014M9,2014M10,2014M11,2014M12,2015M1,2015M2,2015M3,2015M4,2015M5,2015M6,2015M7,2015M8,2015M9,2015M10,2015M11,2015M12,2016M1,2016M2,2016M3,2016M4,2016M5,2016M6,2016M7,2016M8,2016M9,2016M10,2016M11,2016M12,2017M1,2017M2,2017M3,2017M4,2017M5,2017M6,2017M7,2017M8,2017M9,2017M10,2017M11,2017M12,2018M1,2018M2,2018M3,2018M4,2018M5,2018M6,2018M7,2018M8,2018M9,2018M10,2018M11,2018M12,2019M1,2019M2,2019M3,2019M4,2019M5,2019M6,2019M7,2019M8,2019M9,2019M10,2019M11,2019M12,2020M1,2020M2,2020M3,2020M4,2020M5,2020M6,2020M7,2020M8,2020M9,2020M10,2020M11,2020M12,2021M1,2021M2,2021M3,2021M4,2021M5
Consumo privado (total),56.58499168,57.50377286,58.28966242,58.08611835,58.6987103,58.30405896,58.13090065,57.83202142,58.35084599,58.31721705,58.05752691,59.67150181,58.93891415,59.55576587,59.43152095,61.36732796,61.21320778,61.87714332,62.0631202,62.34895456,62.40973456,62.94452676,63.2903619,61.41865243,59.57480641,59.15074866,58.3062939,58.33576252,57.4258826,58.15873075,58.17339735,58.57191558,58.55622391,58.1607632,58.46470976,59.09578568,59.6087535,59.31519761,60.28526264,59.64525203,60.00303087,60.43390664,60.90848705,61.09401283,61.56916011,62.13384274,62.8451055,63.04066325,62.79241787,63.97358192,63.68050276,64.8859719,64.79715196,65.99989567,65.52473917,66.16406015,66.19611383,67.25618718,67.78281928,67.51134058,67.47345663,68.57538397,69.97105236,69.14184345,70.02839008,69.64415015,69.93462346,70.25025888,70.27524079,70.19460175,70.24332206,70.47134989,71.4179907,71.61730005,72.07937736,72.35699713,72.65221555,72.39858408,73.29774203,73.21143359,73.6930943,73.58513597,73.22957654,74.74803412,75.8271421,75.54974028,76.10425015,76.70328957,77.34508029,77.98976891,78.80406922,78.03188847,78.979649,79.87983644,79.58828398,79.48007703,79.09569048,79.12532886,79.57366384,79.10200074,79.28276814,80.53243224,79.3896606,79.91846217,80.28862027,80.0302448,80.06717966,80.52452825,79.7971709,79.69109586,80.91685439,81.9447999,81.15411779,81.30923831,81.3709086,81.40110211,81.22018095,81.74931305,80.85065219,80.95870665,82.19549015,82.49042473,82.27025102,82.61031265,82.03597137,82.53610652,82.64060235,82.4934631,83.10510374,83.16256628,84.01006939,85.20975955,83.37011059,84.68618395,86.37198844,85.57602204,86.23790152,86.73618396,87.15756937,87.4257751,87.34036363,86.96384549,89.25730421,89.10759217,88.69527668,88.6417914,88.36217661,88.75585678,88.97814714,88.29299665,89.03185335,89.57374869,90.15749601,89.54768187,90.04306173,90.20469762,91.41011541,91.80745655,91.29162961,92.51496628,92.71306594,92.87874453,92.68041488,92.88238701,93.42063531,93.58558601,94.15937856,93.84472621,93.77541939,94.22045896,94.97076708,95.20433376,95.01703585,95.66642221,94.81281278,95.76434404,95.52212762,96.35776293,95.04095634,94.07988244,96.2947186,96.48088439,96.28886971,96.30321408,96.96762169,97.60646663,97.22303517,95.87592672,95.37314697,94.06431423,93.19505294,91.6959518,88.62665,89.48636532,89.80886034,89.03316563,86.12461383,88.5139648,89.90308264,90.94180836,90.36053757,91.3081464,92.177831,93.7004427,90.79922999,92.19339896,92.17896802,92.65055023,93.04176421,93.01473702,92.69262663,93.15742501,93.93634398,93.5831779,94.8607076,94.94827357,93.0329792,94.38927602,95.28969997,95.2528709,95.80273775,95.91549849,96.47033881,97.1094665,97.6340931,97.4877115,97.14075606,97.80550907,98.63895084,97.77367944,97.88969816,98.03597799,97.36264516,98.18147589,98.43960813,98.45703511,98.96392012,98.99171131,99.94689725,97.31307108,99.57874849,99.81773197,99.83019593,99.40777338,99.9543198,99.30015432,100.2964765,100.1492793,99.86126559,100.6923403,100.5040275,100.7901536,100.6603177,101.1302723,101.1628696,102.4436025,102.6320674,102.7445449,102.6704814,102.4463987,102.5570196,103.4643825,103.707133,102.9706301,103.7714581,103.7508154,104.2970309,104.5191177,104.6608501,105.1433931,104.7950231,106.6694185,106.6948474,108.101589,107.4138967,107.5091821,108.1331671,108.5141786,109.1470723,107.6382386,108.9113724,109.6526672,109.7410357,110.4038413,110.696085,111.4368783,111.1308117,113.6084369,112.9845045,112.8580492,112.4341719,113.2380052,113.3194685,113.8256874,113.6786742,113.940019,113.7258404,114.0580981,114.1200009,115.3218137,114.538299,115.2747499,117.2993024,115.8802844,116.9845513,116.6425464,117.3182017,117.5103396,117.0690244,115.9595313,116.4108357,116.180602,116.6779502,117.3030551,116.3621325,117.1209874,117.4176379,118.151302,118.2918528,117.6816917,117.6862825,117.1701213,116.7962531,115.9124545,116.3287044,116.3183764,112.5675689,90.35518924,89.14074524,94.79888595,99.96609665,102.1659121,104.3941884,105.8460982,108.6730603,108.3642062,109.1721621,108.6541278,111.8327523,113.1827412,
Consumo privado nacional (total),60.12813152,61.22333525,61.91806758,61.84745479,62.51494918,61.70647773,61.44437178,61.29259375,61.88455413,61.76305991,61.46474698,63.17485449,62.27617165,62.86393771,62.86132973,64.94222616,64.56572294,65.14128612,65.36580901,65.58132478,65.54977842,65.78995179,66.10097021,64.35181853,63.98493421,63.72918514,63.11964792,62.89068508,62.13309708,62.78017472,62.55759786,63.00232083,63.12311108,62.93307288,63.37334183,63.75198931,64.17387734,64.06764239,64.90535773,64.57447291,64.88552688,65.03153176,65.64308115,65.63914705,65.89056353,66.50690786,67.12315787,67.04954503,67.46618885,68.56436334,68.01402699,69.678107,69.36132894,69.97833979,69.70791472,70.22845285,70.49812427,71.59184512,71.77713172,71.05637981,71.33413755,72.74752158,73.84731413,73.33160356,73.9375954,73.82583418,74.03975239,74.48553763,74.36797368,74.58885975,74.89197418,74.92187114,75.22225515,75.44968646,75.78169531,76.34736158,76.63150035,76.50513078,77.48272098,77.6129468,77.99239093,78.1483838,77.84049862,79.06628033,79.88568603,79.60993523,80.25670753,80.25235707,80.89884615,81.15729514,81.8368287,81.51092798,81.8741007,83.01740866,81.78877807,81.92740351,81.90218223,81.80091523,82.17393727,82.15358241,82.17870593,83.22863197,82.25791813,82.71797012,82.95016724,82.82903648,82.72150769,82.93256228,82.74515561,82.43613584,83.45966044,84.22702009,83.49510856,83.5904497,83.90122904,83.81338639,83.79736545,84.23572584,83.36337166,83.55672828,84.09979354,84.69563532,84.4489121,84.5940148,84.44463823,84.91765453,84.87690365,84.77127112,85.38831004,85.50603869,86.42415864,87.28845583,86.61190004,87.19060656,88.45181283,87.77139056,88.11379131,88.62989379,89.21393645,89.24879981,89.25905371,88.90927862,90.74707072,90.41591313,90.68954531,90.25946132,89.9535685,90.24075283,90.63292682,89.43512132,90.26824549,91.22869512,91.73496936,90.97552626,91.28229603,90.58018211,92.55914021,92.82573106,92.4889153,93.82216584,93.68801855,93.99922239,93.87395458,93.76865366,94.22096126,94.04972549,94.14236327,94.03750205,94.80074442,95.30844498,95.81691347,96.01915776,96.04082548,96.31848399,96.16138709,96.58326108,96.42223447,97.39010076,95.58130896,93.55396433,96.83706285,97.29980666,97.14092477,97.45038752,98.07675953,98.57209416,97.89062156,96.99701545,96.39947275,95.32241352,95.06274799,92.22580073,90.89827609,91.77283238,92.21427761,91.1957589,88.41390625,90.45244162,92.09319646,92.94382723,92.62011251,93.62897675,93.91965432,94.2218505,91.94633681,93.55929398,93.51791694,94.32809458,94.37077917,94.5676473,94.23032856,94.66689065,95.64640833,94.89007745,95.99579043,96.13546987,94.0876089,95.73821254,96.75517266,96.6145521,97.11066158,97.10826325,97.85061804,98.19740613,98.84015289,98.96079714,98.42902074,98.63946911,99.37426645,99.03016828,99.040271,98.7833672,98.66963399,99.43721902,99.50376342,99.3920534,99.90215064,99.70369367,100.2057708,97.88499905,99.68185682,99.91767509,100.0211426,98.94080442,100.1042264,99.44519257,100.2396191,100.3259825,99.67112202,100.4029491,100.705586,100.9388557,100.7471917,101.140078,101.1378519,102.1360027,102.4581,102.8388807,102.6646624,102.3480875,102.4920742,103.0501227,103.5188252,102.798138,103.5844075,103.8304096,104.0300985,104.1628783,104.0687015,103.9930989,104.3560555,105.8989846,106.1023913,106.9663156,106.4409855,107.0518131,107.8781384,108.2400326,108.554702,107.455066,108.9774097,109.7705202,109.972699,110.352108,110.6516408,111.6756901,111.5524018,114.1175376,113.3007091,112.5581831,111.6497246,113.052531,112.5947154,112.9746526,113.2008116,113.5105584,113.2662611,113.701411,113.95036,114.7988052,114.2428757,114.9973452,116.3757955,115.3826024,116.6573166,116.1078101,117.1044085,116.7926335,116.5071688,115.2569568,115.8298294,116.0862883,116.2081215,116.6494614,116.0892522,116.2389215,116.8893925,117.7781239,117.2405113,117.0225982,116.1890241,115.5514135,115.8039804,115.411804,115.8946912,115.8486488,113.088104,90.82603162,89.91135895,94.94623999,100.1723593,102.2964669,104.695069,106.4467527,106.8322939,106.9132822,107.5423536,106.883246,109.4053803,111.8742946,
Consumo privado nacional (bienes),61.15230504,62.68717635,64.20213196,62.60879793,64.32475877,62.00605428,61.93879984,61.4960031,62.58922077,62.68930399,62.24448893,66.40309694,62.47926953,63.20276529,63.51450492,66.13674448,65.39111793,66.04299678,66.10926034,66.56387875,66.39128538,66.95904311,67.45141063,64.7453291,65.06876262,64.55245666,64.13915648,63.97733274,63.15944093,64.09584914,63.44259344,64.59377375,64.62907234,63.9199696,64.90395512,66.15515718,66.6373602,66.76223434,68.2391954,67.07626546,68.11153669,67.87263741,69.23687444,69.05326515,69.42671816,69.66711628,70.87169758,70.94913828,71.17660603,72.78955611,72.23574427,74.21599885,73.8374361,74.92202157,74.43406981,75.12253101,75.76807988,77.07227395,77.35856753,76.22819729,76.11518642,78.76117611,80.75021998,79.53785634,80.5688196,80.3454249,80.66560758,81.17100953,80.99409824,81.50945005,81.87412038,81.75891195,82.3755399,82.26511675,82.84772739,83.77176817,84.12317578,83.56637432,84.84413953,84.93856285,85.53464684,85.60974449,84.70064953,87.45536645,89.1064776,88.18245517,88.87503161,88.55905059,89.71228139,90.08549204,90.949538,90.22316225,90.4574986,92.5068958,89.97851771,90.40886378,89.92083135,89.2950393,89.73925528,89.63987266,89.81361764,91.72331473,89.44657521,90.63209609,91.11062669,91.28143794,91.03204175,91.31999188,91.2169724,91.04268919,92.85409052,93.3993454,92.2589435,92.13553228,92.98463943,92.58048534,92.35517561,92.81925794,91.37945821,91.3585097,92.2965819,93.41534276,92.88062748,92.67054361,92.24961071,93.12942038,92.69992767,92.63634473,93.33447706,93.25537188,94.30284193,95.17162124,93.73361195,95.23382418,97.17388939,95.45675445,96.1865496,96.73572568,97.33493719,97.21454349,97.05578088,96.54877464,99.5180918,98.62484911,99.27173217,98.3805866,98.01850524,98.6947372,99.46347885,97.09843075,98.98882088,100.5420262,100.9612514,100.0265881,100.4420449,98.09131234,101.69989,101.8057957,100.7968936,102.2682357,102.0875853,102.5203495,102.2601774,101.4946385,102.2101565,102.0642924,102.2244923,101.5636936,102.2448422,103.2964387,104.250395,103.7219445,104.4622915,104.9220315,104.0829886,104.9992457,104.5460908,105.787646,102.0625225,97.72385503,104.4942161,105.392475,104.5451909,105.1957441,105.9080722,106.3239186,106.3372342,104.9359008,104.0326322,102.6110191,101.8667737,96.07940724,93.16612546,94.61185389,95.9031592,94.9874542,92.74146897,93.27072495,95.07213637,95.99821866,95.94742669,97.84555604,98.48478565,99.60214695,94.44390151,97.6497054,97.10740466,98.55434476,99.03223286,98.95604545,98.14571492,99.08854747,100.6021024,98.78262299,100.4043247,102.0579748,96.84052823,99.99253317,101.8754224,100.9860733,101.896433,101.6914228,102.2284348,102.6516642,102.7388911,102.6507703,102.3768838,102.0584612,102.6880986,102.4850289,102.0784272,101.4628509,100.877387,101.9237319,101.3497578,100.9664323,101.2496219,101.0331235,101.293155,97.95180977,100.492809,100.8401759,100.4690965,99.58124515,100.0591235,99.042658,100.3918513,100.1209733,98.4771859,100.1851478,100.3658059,100.5120998,100.7064253,101.0198972,100.0928672,102.8308616,103.4906422,103.2697209,103.2167118,102.5029414,102.2716687,102.8911356,103.169436,102.005171,102.5249261,102.2172219,101.5977059,102.4078962,101.6842229,100.150443,101.3323273,103.307746,103.1611059,104.1705307,102.5938363,103.5063272,104.8289228,105.046719,105.3716795,103.6012442,105.2732724,105.9970226,106.6068842,107.4035808,107.6740282,109.1392212,109.2747294,112.9399036,110.7676565,109.8229317,108.6829483,109.6732862,109.3827271,109.6051589,110.318223,110.8071596,111.2511281,111.3693087,111.6653152,112.8636167,110.8856792,112.2050073,115.2051416,111.2888717,113.3195699,112.6168119,113.375707,112.7501858,113.0935723,109.9762535,111.2907938,111.5057268,111.3702955,112.7532366,111.3996766,111.0935405,111.9183126,112.8834188,112.7732838,112.0114781,111.454865,109.7776293,110.7249037,110.2201398,110.7703074,111.336973,111.4975563,87.62534921,86.46888096,95.13155238,104.3298881,105.2490074,106.288024,108.4464061,109.4637362,109.5143033,110.4723884,110.5026579,111.1484246,113.1717154,
Consumo privado nacional (servicios),58.79649794,59.40867975,59.98390665,60.43152943,60.81724304,61.0341122,60.70131268,60.75705808,61.07821856,60.80845028,60.86103971,61.17668398,61.76586009,62.15086783,62.58965838,63.16329113,63.63470508,63.90523876,64.2985557,64.44390525,64.69023397,64.54483991,64.86563156,65.32557139,62.60563062,62.60398926,62.56548291,61.03948939,61.06697513,61.24029427,61.38488614,61.27136397,61.68208936,61.79049219,61.92355339,62.19250167,61.63808319,61.43913076,61.82537479,61.50804123,61.59845526,61.92339053,61.94207846,62.1769927,62.42457861,63.02456219,63.35686718,63.53026983,63.71136282,64.19210658,64.00112074,64.72925376,64.80968584,64.83446009,64.84814149,65.2090397,65.2394591,65.78048921,65.9978814,66.12386855,66.55183898,66.61066721,66.86086753,66.87494526,67.1758245,67.09374977,67.41367465,67.63584489,67.71566623,67.33291122,67.68014863,67.94701264,68.1544031,68.4929718,68.62828502,68.7681279,69.00497424,69.28695035,70.09698128,70.02917666,70.25355184,70.52758909,70.71061821,70.43094334,70.88809268,71.20114633,71.49190789,71.71863298,71.93954998,72.09584422,72.67164334,72.57354264,73.09813834,73.13461364,73.37024019,73.15899194,73.97043665,74.21780578,74.52060787,74.34329232,74.37795773,74.71841694,74.83392813,74.74369811,74.46549846,74.22034614,74.23975655,74.31114345,74.1224824,73.81241566,74.21339505,74.60236506,74.71522063,74.90571144,74.63613813,74.9867003,75.05683832,75.4070132,75.33848451,75.44936746,75.69867813,75.90966432,75.9640491,76.21468685,76.58624867,76.5689993,76.78134985,76.88907424,77.24569689,77.85665929,78.45104429,79.16485409,79.16884526,79.23410402,79.58784287,79.91614006,79.9331008,80.31581602,80.98631267,81.09233342,81.32870764,81.5054764,81.73534545,81.87850881,81.85332074,81.90636057,81.81799875,81.81096278,81.5955682,81.64900001,81.45042037,81.78723709,82.09081676,82.03262013,81.88526483,82.62487243,83.20248868,83.62871787,84.11407435,85.39360347,85.30281159,85.42869441,85.28406717,85.80126173,85.98605174,85.9379988,85.97787563,85.92462678,87.31140455,87.01612242,87.28328355,88.30857094,87.7654008,87.89863393,87.79821107,88.05418437,88.13930198,88.72169936,89.03993213,88.95255506,88.9124413,89.35172861,89.58577803,89.63980402,90.83123222,91.01108874,88.98443272,88.89067432,88.61477596,87.74745201,87.97364928,88.29344476,88.36427626,88.49789687,88.17780086,87.31372918,84.71757696,87.95418722,88.90757429,89.66823582,89.19529913,89.18755202,88.95917252,89.00608912,89.14087195,89.20255992,89.78018699,90.03537737,90.19304637,90.47406458,90.13732439,90.02961771,90.21118222,90.70878738,90.92486122,90.87416412,91.12568859,91.32987864,91.3729844,92.36297578,92.52739542,92.73648294,93.31505932,93.70589911,94.48557571,94.92261123,93.7051169,96.00116899,95.85209356,95.95596788,95.88635614,96.14041828,96.70261015,97.07270989,97.39746988,97.91616658,98.11249313,98.28459366,98.59666173,98.33396415,98.78906956,98.87824066,99.05151033,98.74164322,100.684742,99.5264582,100.1577566,100.5789752,100.6904411,100.5516833,100.7897915,101.5791524,100.7774531,101.1870238,101.8342098,101.8438939,101.8272694,101.9241837,102.1637986,102.2389175,102.7474562,103.2676256,103.4492885,103.8490596,104.5386045,105.3882174,106.2378105,106.2233861,106.6604721,107.5214417,107.6730224,108.4671361,109.1638588,109.9301663,110.1461565,110.7382359,110.8076183,111.9834825,111.7923637,111.8055673,112.5076177,113.2538273,113.3754144,113.4608573,113.7932922,114.0984787,113.7719934,115.563625,115.5484797,115.5435366,115.5803913,115.8400856,115.7727395,116.1030353,116.0861622,115.9924091,115.4450428,115.6237439,116.2364587,117.0563986,117.8568607,118.4089462,118.2650489,119.0628435,119.6995972,119.4362526,120.7242074,120.5717365,119.7162947,120.3083956,120.5811461,121.0504392,121.6411095,121.6204052,121.4349456,120.7029078,121.6670242,122.2013452,121.9395912,121.4889536,120.8442509,120.5345565,121.1792882,120.980874,122.1024129,122.5670553,115.0096054,93.61536171,92.87644803,94.34782798,96.26090101,98.68443596,103.3521619,103.0009815,103.8399254,104.7975173,104.7882577,105.2585181,108.1478606,110.3020237,
