País,Fecha,Casos totales,Personas vacunadas,Población
United States,2021-7-16,34054952,185424899,331002647
United States,2021-7-17,34067912,185765452,331002647
United States,2021-7-18,34079960,186038501,331002647
United States,2021-7-19,34132071,186317651,331002647
United States,2021-7-20,34174774,186474836,331002647
United States,2021-7-21,34226806,186819440,331002647
United States,2021-7-22,34281883,187216168,331002647
United States,2021-7-23,34400680,187579557,331002647
United States,2021-7-24,34428075,187982826,331002647
United States,2021-7-25,34444083,188472188,331002647
United States,2021-7-26,34533179,188729282,331002647
United States,2021-7-27,34603919,188996475,331002647
United States,2021-7-28,34672690,189494180,331002647
World,2020-1-22,557,,7794798729
World,2020-1-23,655,,7794798729
World,2020-1-24,941,,7794798729
World,2020-1-25,1433,,7794798729
World,2020-1-26,2118,,7794798729
World,2020-1-27,2927,,7794798729
World,2020-1-28,5578,,7794798729
World,2020-1-29,6167,,7794798729
World,2020-1-30,8235,,7794798729
World,2020-1-31,9927,,7794798729
World,2020-2-1,12038,,7794798729
World,2020-2-2,16787,,7794798729
World,2020-2-3,19887,,7794798729
World,2020-2-4,23898,,7794798729
World,2020-2-5,27643,,7794798729
World,2020-2-6,30803,,7794798729
World,2020-2-7,34396,,7794798729
World,2020-2-8,37130,,7794798729
World,2020-2-9,40160,,7794798729
World,2020-2-10,42769,,7794798729
World,2020-2-11,44811,,7794798729
World,2020-2-12,45229,,7794798729
World,2020-2-13,60382,,7794798729
World,2020-2-14,66909,,7794798729
World,2020-2-15,69052,,7794798729
World,2020-2-16,71235,,7794798729
World,2020-2-17,73270,,7794798729
World,2020-2-18,75152,,7794798729
World,2020-2-19,75652,,7794798729
World,2020-2-20,76212,,7794798729
World,2020-2-21,76841,,7794798729
World,2020-2-22,78602,,7794798729
World,2020-2-23,78982,,7794798729
World,2020-2-24,79546,,7794798729
World,2020-2-25,80400,,7794798729
World,2020-2-26,81377,,7794798729
World,2020-2-27,82737,,7794798729
World,2020-2-28,84123,,7794798729
World,2020-2-29,86014,,7794798729
World,2020-3-1,88396,,7794798729
World,2020-3-2,90382,,7794798729
World,2020-3-3,92978,,7794798729
World,2020-3-4,95288,,7794798729
World,2020-3-5,98099,,7794798729
World,2020-3-6,102014,,7794798729
World,2020-3-7,106108,,7794798729
World,2020-3-8,110057,,7794798729
World,2020-3-9,114230,,7794798729
World,2020-3-10,119054,,7794798729
World,2020-3-11,126721,,7794798729
World,2020-3-12,132516,,7794798729
World,2020-3-13,146896,,7794798729
World,2020-3-14,157988,,7794798729
World,2020-3-15,169263,,7794798729
World,2020-3-16,184062,,7794798729
World,2020-3-17,200024,,7794798729
World,2020-3-18,219610,,7794798729
World,2020-3-19,246705,,7794798729
World,2020-3-20,277591,,7794798729
World,2020-3-21,309726,,7794798729
World,2020-3-22,344781,,7794798729
World,2020-3-23,387552,,7794798729
World,2020-3-24,428614,,7794798729
World,2020-3-25,479652,,7794798729
World,2020-3-26,542605,,7794798729
World,2020-3-27,607705,,7794798729
World,2020-3-28,674927,,7794798729
World,2020-3-29,734390,,7794798729
World,2020-3-30,799672,,7794798729
World,2020-3-31,876513,,7794798729
World,2020-4-1,959596,,7794798729
World,2020-4-2,1042614,,7794798729
World,2020-4-3,1126372,,7794798729
World,2020-4-4,1185537,,7794798729
World,2020-4-5,1256938,,7794798729
World,2020-4-6,1330329,,7794798729
World,2020-4-7,1400198,,7794798729
World,2020-4-8,1483591,,7794798729
World,2020-4-9,1570478,,7794798729
World,2020-4-10,1655871,,7794798729
World,2020-4-11,1730185,,7794798729
World,2020-4-12,1850116,,7794798729
World,2020-4-13,1921110,,7794798729
World,2020-4-14,2005385,,7794798729
World,2020-4-15,2082987,,7794798729
World,2020-4-16,2178472,,7794798729
World,2020-4-17,2266586,,7794798729
World,2020-4-18,2343741,,7794798729
World,2020-4-19,2420703,,7794798729
World,2020-4-20,2496253,,7794798729
World,2020-4-21,2572010,,7794798729
World,2020-4-22,2653355,,7794798729
World,2020-4-23,2737679,,7794798729
World,2020-4-24,2821852,,7794798729
World,2020-4-25,2904206,,7794798729
World,2020-4-26,2975551,,7794798729
World,2020-4-27,3045791,,7794798729
World,2020-4-28,3121471,,7794798729
World,2020-4-29,3198651,,7794798729
World,2020-4-30,3282194,,7794798729
World,2020-5-1,3370498,,7794798729
World,2020-5-2,3449587,,7794798729
World,2020-5-3,3524566,,7794798729
World,2020-5-4,3602345,,7794798729
World,2020-5-5,3682943,,7794798729
World,2020-5-6,3773104,,7794798729
World,2020-5-7,3861764,,7794798729
World,2020-5-8,3951900,,7794798729
World,2020-5-9,4037079,,7794798729
World,2020-5-10,4111911,,7794798729
World,2020-5-11,4188546,,7794798729
World,2020-5-12,4273058,,7794798729
World,2020-5-13,4358138,,7794798729
World,2020-5-14,4454276,,7794798729
World,2020-5-15,4550079,,7794798729
World,2020-5-16,4644427,,7794798729
World,2020-5-17,4722469,,7794798729
World,2020-5-18,4811597,,7794798729
World,2020-5-19,4908412,,7794798729
World,2020-5-20,5010541,,7794798729
World,2020-5-21,5117183,,7794798729
World,2020-5-22,5223556,,7794798729
World,2020-5-23,5328153,,7794798729
World,2020-5-24,5422345,,7794798729
World,2020-5-25,5508986,,7794798729
World,2020-5-26,5602800,,7794798729
World,2020-5-27,5705543,,7794798729
World,2020-5-28,5824676,,7794798729
World,2020-5-29,5945486,,7794798729
World,2020-5-30,6081979,,7794798729
World,2020-5-31,6188268,,7794798729
World,2020-6-1,6284274,,7794798729
World,2020-6-2,6406227,,7794798729
World,2020-6-3,6520464,,7794798729
World,2020-6-4,6651424,,7794798729
World,2020-6-5,6782638,,7794798729
World,2020-6-6,6916377,,7794798729
World,2020-6-7,7028716,,7794798729
World,2020-6-8,7131112,,7794798729
World,2020-6-9,7256198,,7794798729
World,2020-6-10,7391320,,7794798729
World,2020-6-11,7529383,,7794798729
World,2020-6-12,7658104,,7794798729
World,2020-6-13,7793360,,7794798729
World,2020-6-14,7925603,,7794798729
World,2020-6-15,8045279,,7794798729
World,2020-6-16,8187402,,7794798729
World,2020-6-17,8331160,,7794798729
World,2020-6-18,8472249,,7794798729
World,2020-6-19,8652112,,7794798729
World,2020-6-20,8809541,,7794798729
World,2020-6-21,8937234,,7794798729
World,2020-6-22,9076603,,7794798729
World,2020-6-23,9243454,,7794798729
World,2020-6-24,9416086,,7794798729
World,2020-6-25,9594424,,7794798729
World,2020-6-26,9786111,,7794798729
World,2020-6-27,9964315,,7794798729
World,2020-6-28,10128248,,7794798729
World,2020-6-29,10283358,,7794798729
World,2020-6-30,10457920,,7794798729
World,2020-7-1,10675535,,7794798729
World,2020-7-2,10885488,,7794798729
World,2020-7-3,11086864,,7794798729
World,2020-7-4,11280675,,7794798729
World,2020-7-5,11464635,,7794798729
World,2020-7-6,11628625,,7794798729
World,2020-7-7,11840041,,7794798729
World,2020-7-8,12054218,,7794798729
World,2020-7-9,12281057,,7794798729
World,2020-7-10,12513740,,7794798729
World,2020-7-11,12730217,,7794798729
World,2020-7-12,12922436,,7794798729
World,2020-7-13,13113951,,7794798729
World,2020-7-14,13336175,,7794798729
World,2020-7-15,13567631,,7794798729
World,2020-7-16,13818985,,7794798729
World,2020-7-17,14061757,,7794798729
World,2020-7-18,14297966,,7794798729
World,2020-7-19,14511342,,7794798729
World,2020-7-20,14718456,,7794798729
World,2020-7-21,14952048,,7794798729
World,2020-7-22,15231963,,7794798729
World,2020-7-23,15514872,,7794798729
World,2020-7-24,15795939,,7794798729
World,2020-7-25,16050022,,7794798729
World,2020-7-26,16263077,,7794798729
World,2020-7-27,16489483,,7794798729
World,2020-7-28,16742184,,7794798729
World,2020-7-29,17033933,,7794798729
World,2020-7-30,17314137,,7794798729
World,2020-7-31,17604827,,7794798729
World,2020-8-1,17853166,,7794798729
World,2020-8-2,18084132,,7794798729
World,2020-8-3,18290600,,7794798729
World,2020-8-4,18548542,,7794798729
World,2020-8-5,18825096,,7794798729
World,2020-8-6,19110249,,7794798729
World,2020-8-7,19392514,,7794798729
World,2020-8-8,19651035,,7794798729
World,2020-8-9,19875726,,7794798729
World,2020-8-10,20101681,,7794798729
World,2020-8-11,20359262,,7794798729
World,2020-8-12,20635896,,7794798729
World,2020-8-13,20925108,,7794798729
World,2020-8-14,21228839,,7794798729
World,2020-8-15,21476563,,7794798729
World,2020-8-16,21691030,,7794798729
World,2020-8-17,21898736,,7794798729
World,2020-8-18,22157023,,7794798729
World,2020-8-19,22436583,,7794798729
World,2020-8-20,22709157,,7794798729
World,2020-8-21,22970389,,7794798729
World,2020-8-22,23234627,,7794798729
World,2020-8-23,23440793,,7794798729
World,2020-8-24,23665997,,7794798729
World,2020-8-25,23910028,,7794798729
World,2020-8-26,24193811,,7794798729
World,2020-8-27,24477730,,7794798729
World,2020-8-28,24761382,,7794798729
World,2020-8-29,25025230,,7794798729
World,2020-8-30,25246216,,7794798729
World,2020-8-31,25509071,,7794798729
World,2020-9-1,25774010,,7794798729
World,2020-9-2,26057570,,7794798729
World,2020-9-3,26339070,,7794798729
World,2020-9-4,26653076,,7794798729
World,2020-9-5,26923157,,7794798729
World,2020-9-6,27153660,,7794798729
World,2020-9-7,27371563,,7794798729
World,2020-9-8,27613624,,7794798729
World,2020-9-9,27898510,,7794798729
World,2020-9-10,28198441,,7794798729
World,2020-9-11,28519889,,7794798729
World,2020-9-12,28806557,,7794798729
World,2020-9-13,29049334,,7794798729
World,2020-9-14,29313082,,7794798729
World,2020-9-15,29598558,,7794798729
World,2020-9-16,29903105,,7794798729
World,2020-9-17,30217836,,7794798729
World,2020-9-18,30543945,,7794798729
World,2020-9-19,30836177,,7794798729
World,2020-9-20,31088364,,7794798729
World,2020-9-21,31364248,,7794798729
World,2020-9-22,31648799,,7794798729
World,2020-9-23,31925115,,7794798729
World,2020-9-24,32278288,,7794798729
World,2020-9-25,32609277,,7794798729
World,2020-9-26,32897955,,7794798729
World,2020-9-27,33149320,,7794798729
World,2020-9-28,33404318,,7794798729
World,2020-9-29,33687035,,7794798729
World,2020-9-30,34013433,,7794798729
World,2020-10-1,34331757,,7794798729
World,2020-10-2,34629728,,7794798729
World,2020-10-3,34961862,,7794798729
World,2020-10-4,35223252,,7794798729
World,2020-10-5,35523856,,7794798729
World,2020-10-6,35850045,,7794798729
World,2020-10-7,36201112,,7794798729
World,2020-10-8,36562464,,7794798729
World,2020-10-9,36923402,,7794798729
World,2020-10-10,37280351,,7794798729
World,2020-10-11,37567441,,7794798729
World,2020-10-12,37859092,,7794798729
World,2020-10-13,38178468,,7794798729
World,2020-10-14,38560709,,7794798729
World,2020-10-15,38967863,,7794798729
World,2020-10-16,39379714,,7794798729
World,2020-10-17,39753449,,7794798729
World,2020-10-18,40068640,,7794798729
World,2020-10-19,40455623,,7794798729
World,2020-10-20,40844861,,7794798729
World,2020-10-21,41289678,,7794798729
World,2020-10-22,41762306,,7794798729
World,2020-10-23,42259219,,7794798729
World,2020-10-24,42715870,,7794798729
World,2020-10-25,43076533,,7794798729
World,2020-10-26,43563032,,7794798729
World,2020-10-27,44033267,,7794798729
World,2020-10-28,44545223,,7794798729
World,2020-10-29,45095639,,7794798729
World,2020-10-30,45666563,,7794798729
World,2020-10-31,46143306,,7794798729
World,2020-11-1,46605801,,7794798729
World,2020-11-2,47168690,,7794798729
World,2020-11-3,47722710,,7794798729
World,2020-11-4,48234330,,7794798729
World,2020-11-5,48831034,,7794798729
World,2020-11-6,49475979,,7794798729
World,2020-11-7,50072935,,7794798729
World,2020-11-8,50556913,,7794798729
World,2020-11-9,51058344,,7794798729
World,2020-11-10,51617872,,7794798729
World,2020-11-11,52266614,,7794798729
World,2020-11-12,52916035,,7794798729
World,2020-11-13,53568191,,7794798729
World,2020-11-14,54163117,,7794798729
World,2020-11-15,54637092,,7794798729
World,2020-11-16,55171035,,7794798729
World,2020-11-17,55782435,,7794798729
World,2020-11-18,56409637,,7794798729
World,2020-11-19,57063285,,7794798729
World,2020-11-20,57731953,,7794798729
World,2020-11-21,58319606,,7794798729
World,2020-11-22,58807803,,7794798729
World,2020-11-23,59332675,,7794798729
World,2020-11-24,59923073,,7794798729
World,2020-11-25,60559696,,7794798729
World,2020-11-26,61142246,,7794798729
World,2020-11-27,61829143,,7794798729
World,2020-11-28,62415253,,7794798729
World,2020-11-29,62903917,,7794798729
World,2020-11-30,63412242,,7794798729
World,2020-12-1,64024799,,7794798729
World,2020-12-2,64676565,0,7794798729
World,2020-12-3,65370734,0,7794798729
World,2020-12-4,66054290,1,7794798729
World,2020-12-5,66696334,1,7794798729
World,2020-12-6,67235174,1,7794798729
World,2020-12-7,67754793,1,7794798729
World,2020-12-8,68398376,1,7794798729
World,2020-12-9,69068414,1,7794798729
World,2020-12-10,70566458,1,7794798729
World,2020-12-11,71271265,1,7794798729
World,2020-12-12,71906421,1,7794798729
World,2020-12-13,72437295,86466,7794798729
World,2020-12-14,72962443,86471,7794798729
World,2020-12-15,73598682,115689,7794798729
World,2020-12-16,74332573,117990,7794798729
World,2020-12-17,75072791,122175,7794798729
World,2020-12-18,75793461,126157,7794798729
World,2020-12-19,76404928,126938,7794798729
World,2020-12-20,76938416,1280187,7794798729
World,2020-12-21,77487366,1371115,7794798729
World,2020-12-22,78137694,1444983,7794798729
World,2020-12-23,78832798,1949589,7794798729
World,2020-12-24,79499437,2048009,7794798729
World,2020-12-25,79967519,2091711,7794798729
World,2020-12-26,80482336,3068457,7794798729
World,2020-12-27,80916364,3569485,7794798729
World,2020-12-28,81412249,3938918,7794798729
World,2020-12-29,82077309,4209809,7794798729
World,2020-12-30,82838847,5203978,7794798729
World,2020-12-31,83583537,5482353,7794798729
World,2021-1-1,84138651,5601487,7794798729
World,2021-1-2,84728455,7960112,7794798729
World,2021-1-3,85255860,8579457,7794798729
World,2021-1-4,85809710,9386645,7794798729
World,2021-1-5,86549841,10128193,7794798729
World,2021-1-6,87333632,11002940,7794798729
World,2021-1-7,88215213,12160238,7794798729
World,2021-1-8,89018252,13440787,7794798729
World,2021-1-9,89778399,13728965,7794798729
World,2021-1-10,90367145,15742692,7794798729
World,2021-1-11,90986669,18705187,7794798729
World,2021-1-12,91692474,19790381,7794798729
World,2021-1-13,92440744,21019773,7794798729
World,2021-1-14,93195846,22484914,7794798729
World,2021-1-15,93963046,24446902,7794798729
World,2021-1-16,94602069,25281943,7794798729
World,2021-1-17,95131199,25854578,7794798729
World,2021-1-18,95646151,27009450,7794798729
World,2021-1-19,96254218,31221863,7794798729
World,2021-1-20,96947251,33305224,7794798729
World,2021-1-21,97603784,35558907,7794798729
World,2021-1-22,98262755,38495311,7794798729
World,2021-1-23,98830670,40950393,7794798729
World,2021-1-24,99276168,42882348,7794798729
World,2021-1-25,99773231,44999986,7794798729
World,2021-1-26,100329740,46765494,7794798729
World,2021-1-27,100928062,49284347,7794798729
World,2021-1-28,101542426,52202067,7794798729
World,2021-1-29,102132900,55058857,7794798729
World,2021-1-30,102648243,57728961,7794798729
World,2021-1-31,103029692,59853554,7794798729
World,2021-2-1,103476325,61806533,7794798729
World,2021-2-2,103934366,63526644,7794798729
World,2021-2-3,104456426,65913551,7794798729
World,2021-2-4,104923351,68974897,7794798729
World,2021-2-5,105458922,71876823,7794798729
World,2021-2-6,105831078,74772049,7794798729
World,2021-2-7,106229010,77017808,7794798729
World,2021-2-8,106544950,79171949,7794798729
World,2021-2-9,106972759,81546039,7794798729
World,2021-2-10,107408746,84775467,7794798729
World,2021-2-11,107850109,87968901,7794798729
World,2021-2-12,108278867,94253611,7794798729
World,2021-2-13,108652049,97381726,7794798729
World,2021-2-14,108945826,99800079,7794798729
World,2021-2-15,109229028,101878507,7794798729
World,2021-2-16,109580005,105622356,7794798729
World,2021-2-17,109975563,108746753,7794798729
World,2021-2-18,110379026,112499482,7794798729
World,2021-2-19,110791508,118159874,7794798729
World,2021-2-20,111162083,121057561,7794798729
World,2021-2-21,111476751,123077495,7794798729
World,2021-2-22,111764959,125429119,7794798729
World,2021-2-23,112153911,130864048,7794798729
World,2021-2-24,112598913,134540707,7794798729
World,2021-2-25,113046348,138287783,7794798729
World,2021-2-26,113489445,142209895,7794798729
World,2021-2-27,113878576,145519099,7794798729
World,2021-2-28,114181988,148502686,7794798729
World,2021-3-1,114487693,151910283,7794798729
World,2021-3-2,114798194,159491512,7794798729
World,2021-3-3,115239290,164405599,7794798729
World,2021-3-4,115692500,170133627,7794798729
World,2021-3-5,116139428,175902756,7794798729
World,2021-3-6,116550006,180960447,7794798729
World,2021-3-7,116918288,184732254,7794798729
World,2021-3-8,117216926,189814853,7794798729
World,2021-3-9,117631762,194819325,7794798729
World,2021-3-10,118098742,200976267,7794798729
World,2021-3-11,118575653,206204765,7794798729
World,2021-3-12,119065030,213053910,7794798729
World,2021-3-13,119519130,220627833,7794798729
World,2021-3-14,119879505,223812222,7794798729
World,2021-3-15,120228260,230699536,7794798729
World,2021-3-16,120701484,236100602,7794798729
World,2021-3-17,121240939,242724942,7794798729
World,2021-3-18,121794559,249532523,7794798729
World,2021-3-19,122356302,258070455,7794798729
World,2021-3-20,122855173,265660054,7794798729
World,2021-3-21,123278559,269711284,7794798729
World,2021-3-22,123695219,277311948,7794798729
World,2021-3-23,124209658,284718037,7794798729
World,2021-3-24,124843464,292600008,7794798729
World,2021-3-25,125494957,300104570,7794798729
World,2021-3-26,126136423,308906637,7794798729
World,2021-3-27,126721079,315988980,7794798729
World,2021-3-28,127191070,320463416,7794798729
World,2021-3-29,127649370,327177622,7794798729
World,2021-3-30,128217956,333252803,7794798729
World,2021-3-31,128901287,343436302,7794798729
World,2021-4-1,129613163,352380174,7794798729
World,2021-4-2,130246932,362653238,7794798729
World,2021-4-3,130776577,370436478,7794798729
World,2021-4-4,131329523,377450263,7794798729
World,2021-4-5,131818799,385294536,7794798729
World,2021-4-6,132423157,394448296,7794798729
World,2021-4-7,133107858,404754535,7794798729
World,2021-4-8,133947835,417018079,7794798729
World,2021-4-9,134696076,427496198,7794798729
World,2021-4-10,135360613,437846507,7794798729
World,2021-4-11,136051443,445509897,7794798729
World,2021-4-12,136667736,455060230,7794798729
World,2021-4-13,137447434,465893115,7794798729
World,2021-4-14,138264445,476162046,7794798729
World,2021-4-15,139081394,485008804,7794798729
World,2021-4-16,139936258,493409342,7794798729
World,2021-4-17,140724214,500252064,7794798729
World,2021-4-18,141409493,507305584,7794798729
World,2021-4-19,142103183,514984667,7794798729
World,2021-4-20,142957372,521632514,7794798729
World,2021-4-21,143847328,529617352,7794798729
World,2021-4-22,144746950,538240536,7794798729
World,2021-4-23,145650584,546040175,7794798729
World,2021-4-24,146471749,550783774,7794798729
World,2021-4-25,147194070,560032622,7794798729
World,2021-4-26,147876811,566942295,7794798729
World,2021-4-27,148721445,574340559,7794798729
World,2021-4-28,149627438,584522064,7794798729
World,2021-4-29,150525165,593365335,7794798729
World,2021-4-30,151404308,600909094,7794798729
World,2021-5-1,152200894,606073532,7794798729
World,2021-5-2,152875049,610358801,7794798729
World,2021-5-3,153556622,615315816,7794798729
World,2021-5-4,154364156,622445413,7794798729
World,2021-5-5,155205328,630307028,7794798729
World,2021-5-6,156075476,638595148,7794798729
World,2021-5-7,156907963,647044019,7794798729
World,2021-5-8,157693547,652161199,7794798729
World,2021-5-9,158334872,657472626,7794798729
World,2021-5-10,158956710,665495183,7794798729
World,2021-5-11,159695368,674799344,7794798729
World,2021-5-12,160455528,683401113,7794798729
World,2021-5-13,161180899,691086396,7794798729
World,2021-5-14,161898873,698446094,7794798729
World,2021-5-15,162526795,704854186,7794798729
World,2021-5-16,163075230,711016312,7794798729
World,2021-5-17,163615284,718455189,7794798729
World,2021-5-18,164237839,726894664,7794798729
World,2021-5-19,164909681,735077217,7794798729
World,2021-5-20,165189643,745416086,7794798729
World,2021-5-21,165815461,753262231,7794798729
World,2021-5-22,166393650,761981757,7794798729
World,2021-5-23,166870060,768204876,7794798729
World,2021-5-24,167324549,779909730,7794798729
World,2021-5-25,167856783,792630771,7794798729
World,2021-5-26,168425525,802844249,7794798729
World,2021-5-27,168980229,812695884,7794798729
World,2021-5-28,169480496,822543302,7794798729
World,2021-5-29,169961717,832489361,7794798729
World,2021-5-30,170353101,840072756,7794798729
World,2021-5-31,170731978,848077117,7794798729
World,2021-6-1,171195775,859465825,7794798729
World,2021-6-2,171681500,870703972,7794798729
World,2021-6-3,172170725,881995164,7794798729
World,2021-6-4,172590480,894767680,7794798729
World,2021-6-5,172988733,903283127,7794798729
World,2021-6-6,173311406,911745264,7794798729
World,2021-6-7,173632681,921547167,7794798729
World,2021-6-8,173999551,934138457,7794798729
World,2021-6-9,174419028,949746289,7794798729
World,2021-6-10,174868561,1583560617,7794798729
World,2021-6-11,175289801,1595497931,7794798729
World,2021-6-12,175661655,1605239772,7794798729
World,2021-6-13,175964568,1616212204,7794798729
World,2021-6-14,176273054,1626832461,7794798729
World,2021-6-15,176644649,1639609983,7794798729
World,2021-6-16,177043180,1652072205,7794798729
World,2021-6-17,177435675,1668344590,7794798729
World,2021-6-18,177841653,1680617387,7794798729
World,2021-6-19,178189033,1691525755,7794798729
World,2021-6-20,178489348,1702215628,7794798729
World,2021-6-21,178786719,1719412613,7794798729
World,2021-6-22,179158923,1732266341,7794798729
World,2021-6-23,179596069,1745594963,7794798729
World,2021-6-24,179999905,1761050793,7794798729
World,2021-6-25,180421668,1774038061,7794798729
World,2021-6-26,180784519,1786301153,7794798729
World,2021-6-27,181094457,1815002823,7794798729
World,2021-6-28,181426277,1824505223,7794798729
World,2021-6-29,181810497,1838122209,7794798729
World,2021-6-30,182202874,1847998993,7794798729
World,2021-7-1,182641987,1863506346,7794798729
World,2021-7-2,183085047,1870846743,7794798729
World,2021-7-3,183460170,1882756138,7794798729
World,2021-7-4,183787065,1894628994,7794798729
World,2021-7-5,184158810,1908377236,7794798729
World,2021-7-6,184612638,1918886508,7794798729
World,2021-7-7,185076494,1931096829,7794798729
World,2021-7-8,185558038,1948410152,7794798729
World,2021-7-9,186066221,1957470350,7794798729
World,2021-7-10,186492674,1967373233,7794798729
World,2021-7-11,186857020,1975756899,7794798729
World,2021-7-12,187296167,1986777733,7794798729
World,2021-7-13,187816334,2000249895,7794798729
World,2021-7-14,188356502,2014314600,7794798729
World,2021-7-15,188925889,2027476278,7794798729
World,2021-7-16,189525838,2039083836,7794798729
World,2021-7-17,189998474,2049331005,7794798729
World,2021-7-18,190418368,2055374531,7794798729
World,2021-7-19,190916061,2068335635,7794798729
World,2021-7-20,191448889,2080694471,7794798729
World,2021-7-21,192011557,2089505988,7794798729
World,2021-7-22,192574007,2103003652,7794798729
World,2021-7-23,193260074,2114133311,7794798729
World,2021-7-24,193730932,2122547675,7794798729
World,2021-7-25,194168423,2130227844,7794798729
World,2021-7-26,194715112,2145049797,7794798729
World,2021-7-27,195329696,2156179167,7794798729
World,2021-7-28,195968310,2167146974,7794798729